timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1742003764045,220,3-Searrch for Item,200,,Scenario1-Search- jp@gc - Ultimate Thread Group 1-3,text,true,,3442,972,61,100,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=154FEE87D60B4880EDADEB52C4C774F5,220,0,0
1742003758350,939,04-01-Open URL,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario4- Checkout- jp@gc - Ultimate Thread Group 4-1,,true,,5664,529,1,100,null,0,5048,712
1742003763397,939,04-01-Open URL,200,,Scenario4- Checkout- jp@gc - Ultimate Thread Group 4-1,text,true,,5664,529,1,100,https://petstore.octoperf.com/actions/Catalog.action,939,0,712
1742003762045,214,02-Search,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1-Search- jp@gc - Ultimate Thread Group 1-46,,true,,3441,971,61,100,null,0,2089,0
1742003764132,214,3-Searrch for Item,200,,Scenario1-Search- jp@gc - Ultimate Thread Group 1-46,text,true,,3441,971,61,100,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=154FEE87D60B4880EDADEB52C4C774F5,214,0,0
1742003762095,225,02-Search,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1-Search- jp@gc - Ultimate Thread Group 1-50,,true,,3445,975,61,100,null,0,2042,0
1742003764136,225,3-Searrch for Item,200,,Scenario1-Search- jp@gc - Ultimate Thread Group 1-50,text,true,,3445,975,61,100,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=154FEE87D60B4880EDADEB52C4C774F5,225,0,0
1742003762040,228,02-Search,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1-Search- jp@gc - Ultimate Thread Group 1-19,,true,,4081,971,61,100,null,0,2099,0
1742003764138,228,3-Searrch for Item,200,,Scenario1-Search- jp@gc - Ultimate Thread Group 1-19,text,true,,4081,971,61,100,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=154FEE87D60B4880EDADEB52C4C774F5,228,0,0
1742003762093,219,02-Search,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1-Search- jp@gc - Ultimate Thread Group 1-43,,true,,3441,971,61,100,null,0,2085,0
1742003764177,219,3-Searrch for Item,200,,Scenario1-Search- jp@gc - Ultimate Thread Group 1-43,text,true,,3441,971,61,100,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=154FEE87D60B4880EDADEB52C4C774F5,219,0,0
1742003759140,198,02_02_Click on Category,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario2-View Details- jp@gc - Ultimate Thread Group 2-18,,true,,3928,634,30,100,null,0,5071,0
1742003764210,198,02_02_Click on Category,200,,Scenario2-View Details- jp@gc - Ultimate Thread Group 2-18,text,true,,3928,634,30,100,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=FISH,198,0,0
1742003762120,211,02-Search,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1-Search- jp@gc - Ultimate Thread Group 1-17,,true,,3442,972,61,100,null,0,2083,0
1742003764202,211,3-Searrch for Item,200,,Scenario1-Search- jp@gc - Ultimate Thread Group 1-17,text,true,,3442,972,61,100,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=154FEE87D60B4880EDADEB52C4C774F5,211,0,0
1742003759103,236,02_03_Click on Product ID,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario2-View Details- jp@gc - Ultimate Thread Group 2-23,,true,,4138,666,30,100,null,0,5075,0
1742003764177,236,02_03_Click on Product ID,200,,Scenario2-View Details- jp@gc - Ultimate Thread Group 2-23,text,true,,4138,666,30,100,https://petstore.octoperf.com/actions/Catalog.action?viewProduct=&productId=K9-DL-01,236,0,0
1742003763312,1324,01- Open URL,200,"Number of samples in transaction : 2, number of failing samples : 0",Scenario1-Search- jp@gc - Ultimate Thread Group 1-53,,true,,6438,1094,61,100,null,0,0,743
1742003763312,949,1-Open Pets Store,200,,Scenario1-Search- jp@gc - Ultimate Thread Group 1-53,text,true,,1452,512,61,100,https://petstore.octoperf.com/,949,0,743
1742003764260,375,2-Enter the store,200,,Scenario1-Search- jp@gc - Ultimate Thread Group 1-53,text,true,,4986,582,61,100,https://petstore.octoperf.com/actions/Catalog.action,375,0,0
1742003759290,335,02_04_Click on Item ID,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario2-View Details- jp@gc - Ultimate Thread Group 2-28,,true,,3794,659,30,100,null,0,5064,0
1742003764353,335,02_04_Click on Item ID,200,,Scenario2-View Details- jp@gc - Ultimate Thread Group 2-28,text,true,,3794,659,30,100,https://petstore.octoperf.com/actions/Catalog.action?viewItem=&itemId=EST-4,335,0,0
1742003763429,1271,01- Open URL,200,"Number of samples in transaction : 2, number of failing samples : 0",Scenario1-Search- jp@gc - Ultimate Thread Group 1-33,,true,,6442,1094,61,100,null,0,0,713
1742003763429,938,1-Open Pets Store,200,,Scenario1-Search- jp@gc - Ultimate Thread Group 1-33,text,true,,1452,512,61,100,https://petstore.octoperf.com/,938,0,713
1742003764367,333,2-Enter the store,200,,Scenario1-Search- jp@gc - Ultimate Thread Group 1-33,text,true,,4990,582,61,100,https://petstore.octoperf.com/actions/Catalog.action,333,0,0
1742003763711,989,02_01_OpenURL,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario2-View Details- jp@gc - Ultimate Thread Group 2-29,,true,,4973,582,30,100,null,0,1,655
1742003763712,989,02_01_OpenURL,200,,Scenario2-View Details- jp@gc - Ultimate Thread Group 2-29,text,true,,4973,582,30,100,https://petstore.octoperf.com/actions/Catalog.action,989,0,655
1742003763483,1253,01- Open URL,200,"Number of samples in transaction : 2, number of failing samples : 0",Scenario1-Search- jp@gc - Ultimate Thread Group 1-12,,true,,6438,1094,61,100,null,0,1,721
1742003763483,935,1-Open Pets Store,200,,Scenario1-Search- jp@gc - Ultimate Thread Group 1-12,text,true,,1452,512,61,100,https://petstore.octoperf.com/,935,0,721
1742003764419,318,2-Enter the store,200,,Scenario1-Search- jp@gc - Ultimate Thread Group 1-12,text,true,,4986,582,61,100,https://petstore.octoperf.com/actions/Catalog.action,294,0,0
1742003762390,374,02-Search,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1-Search- jp@gc - Ultimate Thread Group 1-23,,true,,4081,971,61,100,null,0,2071,0
1742003764460,374,3-Searrch for Item,200,,Scenario1-Search- jp@gc - Ultimate Thread Group 1-23,text,true,,4081,971,61,100,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=154FEE87D60B4880EDADEB52C4C774F5,374,0,0
1742003762532,272,02-Search,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1-Search- jp@gc - Ultimate Thread Group 1-30,,true,,3441,971,61,100,null,0,2032,0
1742003764563,272,3-Searrch for Item,200,,Scenario1-Search- jp@gc - Ultimate Thread Group 1-30,text,true,,3441,971,61,100,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=154FEE87D60B4880EDADEB52C4C774F5,272,0,0
1742003759445,297,03-06 Click on Item ID then Add to Cart,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario3- Add to cart- jp@gc - Ultimate Thread Group 3-4,,true,,4874,669,8,100,null,0,5094,0
1742003764538,297,03-06 Click on Item ID then Add to Cart,200,,Scenario3- Add to cart- jp@gc - Ultimate Thread Group 3-4,text,true,,4874,669,8,100,https://petstore.octoperf.com/actions/Cart.action?addItemToCart=&workingItemId=EST-16,297,0,0
1742003762548,278,02-Search,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1-Search- jp@gc - Ultimate Thread Group 1-9,,true,,3442,972,61,100,null,0,2010,0
1742003764557,278,3-Searrch for Item,200,,Scenario1-Search- jp@gc - Ultimate Thread Group 1-9,text,true,,3442,972,61,100,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=154FEE87D60B4880EDADEB52C4C774F5,278,0,0
1742003759510,246,02_02_Click on Category,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario2-View Details- jp@gc - Ultimate Thread Group 2-1,,true,,4212,634,30,100,null,0,5080,0
1742003764589,246,02_02_Click on Category,200,,Scenario2-View Details- jp@gc - Ultimate Thread Group 2-1,text,true,,4212,634,30,100,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=DOGS,246,0,0
1742003762532,225,02-Search,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1-Search- jp@gc - Ultimate Thread Group 1-49,,true,,3441,971,61,100,null,0,2082,0
1742003759521,261,03-02-Click Sign in,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario3- Add to cart- jp@gc - Ultimate Thread Group 3-1,,true,,4093,616,8,100,null,0,5057,0
1742003764613,225,3-Searrch for Item,200,,Scenario1-Search- jp@gc - Ultimate Thread Group 1-49,text,true,,3441,971,61,100,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=154FEE87D60B4880EDADEB52C4C774F5,225,0,0
1742003764577,261,03-02-Click sign in,200,,Scenario3- Add to cart- jp@gc - Ultimate Thread Group 3-1,text,true,,4093,616,8,100,https://petstore.octoperf.com/actions/Account.action?signonForm=,261,0,0
1742003762540,252,02-Search,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1-Search- jp@gc - Ultimate Thread Group 1-5,,true,,3445,975,61,100,null,0,2052,0
1742003764591,252,3-Searrch for Item,200,,Scenario1-Search- jp@gc - Ultimate Thread Group 1-5,text,true,,3445,975,61,100,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=154FEE87D60B4880EDADEB52C4C774F5,252,0,0
1742003763482,1366,01- Open URL,200,"Number of samples in transaction : 2, number of failing samples : 0",Scenario1-Search- jp@gc - Ultimate Thread Group 1-59,,true,,6438,1094,61,100,null,0,3,769
1742003763483,1146,1-Open Pets Store,200,,Scenario1-Search- jp@gc - Ultimate Thread Group 1-59,text,true,,1452,512,61,100,https://petstore.octoperf.com/,1146,0,769
1742003764630,220,2-Enter the store,200,,Scenario1-Search- jp@gc - Ultimate Thread Group 1-59,text,true,,4986,582,61,100,https://petstore.octoperf.com/actions/Catalog.action,220,0,0
1742003759551,251,02_03_Click on Product ID,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario2-View Details- jp@gc - Ultimate Thread Group 2-6,,true,,3843,666,30,100,null,0,5050,0
1742003764599,251,02_03_Click on Product ID,200,,Scenario2-View Details- jp@gc - Ultimate Thread Group 2-6,text,true,,3843,666,30,100,https://petstore.octoperf.com/actions/Catalog.action?viewProduct=&productId=K9-RT-01,251,0,0
1742003763553,1373,01- Open URL,200,"Number of samples in transaction : 2, number of failing samples : 0",Scenario1-Search- jp@gc - Ultimate Thread Group 1-52,,true,,6442,1094,61,100,null,0,0,713
1742003763531,1394,01- Open URL,200,"Number of samples in transaction : 2, number of failing samples : 0",Scenario1-Search- jp@gc - Ultimate Thread Group 1-26,,true,,6439,1094,61,100,null,0,1,738
1742003763530,1395,01- Open URL,200,"Number of samples in transaction : 2, number of failing samples : 0",Scenario1-Search- jp@gc - Ultimate Thread Group 1-40,,true,,6438,1094,61,100,null,0,1,739
1742003763532,1103,1-Open Pets Store,200,,Scenario1-Search- jp@gc - Ultimate Thread Group 1-26,text,true,,1452,512,61,100,https://petstore.octoperf.com/,1103,0,738
1742003764635,291,2-Enter the store,200,,Scenario1-Search- jp@gc - Ultimate Thread Group 1-26,text,true,,4987,582,61,100,https://petstore.octoperf.com/actions/Catalog.action,291,0,0
1742003763553,1082,1-Open Pets Store,200,,Scenario1-Search- jp@gc - Ultimate Thread Group 1-52,text,true,,1452,512,61,100,https://petstore.octoperf.com/,1082,0,713
1742003763531,1104,1-Open Pets Store,200,,Scenario1-Search- jp@gc - Ultimate Thread Group 1-40,text,true,,1452,512,61,100,https://petstore.octoperf.com/,1104,0,739
1742003764635,291,2-Enter the store,200,,Scenario1-Search- jp@gc - Ultimate Thread Group 1-52,text,true,,4990,582,61,100,https://petstore.octoperf.com/actions/Catalog.action,291,0,0
1742003764635,291,2-Enter the store,200,,Scenario1-Search- jp@gc - Ultimate Thread Group 1-40,text,true,,4986,582,61,100,https://petstore.octoperf.com/actions/Catalog.action,291,0,0
1742003762587,291,02-Search,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1-Search- jp@gc - Ultimate Thread Group 1-56,,true,,3441,971,61,100,null,0,2058,0
1742003762586,282,02-Search,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1-Search- jp@gc - Ultimate Thread Group 1-2,,true,,4081,971,61,100,null,0,2068,0
1742003764644,291,3-Searrch for Item,200,,Scenario1-Search- jp@gc - Ultimate Thread Group 1-56,text,true,,3441,971,61,100,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=154FEE87D60B4880EDADEB52C4C774F5,291,0,0
1742003764653,282,3-Searrch for Item,200,,Scenario1-Search- jp@gc - Ultimate Thread Group 1-2,text,true,,4081,971,61,100,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=154FEE87D60B4880EDADEB52C4C774F5,282,0,0
1742003762587,262,02-Search,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1-Search- jp@gc - Ultimate Thread Group 1-18,,true,,3441,971,61,100,null,0,2095,0
1742003764681,262,3-Searrch for Item,200,,Scenario1-Search- jp@gc - Ultimate Thread Group 1-18,text,true,,3441,971,61,100,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=154FEE87D60B4880EDADEB52C4C774F5,262,0,0
1742003763611,1332,01- Open URL,200,"Number of samples in transaction : 2, number of failing samples : 0",Scenario1-Search- jp@gc - Ultimate Thread Group 1-39,,true,,6439,1094,61,100,null,0,1,724
1742003763612,1075,1-Open Pets Store,200,,Scenario1-Search- jp@gc - Ultimate Thread Group 1-39,text,true,,1452,512,61,100,https://petstore.octoperf.com/,1075,0,724
1742003764687,257,2-Enter the store,200,,Scenario1-Search- jp@gc - Ultimate Thread Group 1-39,text,true,,4987,582,61,100,https://petstore.octoperf.com/actions/Catalog.action,257,0,0
1742003762748,257,02-Search,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1-Search- jp@gc - Ultimate Thread Group 1-36,,true,,3445,975,61,100,null,0,2006,0
1742003764753,257,3-Searrch for Item,200,,Scenario1-Search- jp@gc - Ultimate Thread Group 1-36,text,true,,3445,975,61,100,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=154FEE87D60B4880EDADEB52C4C774F5,257,0,0
1742003763714,1295,01- Open URL,200,"Number of samples in transaction : 2, number of failing samples : 0",Scenario1-Search- jp@gc - Ultimate Thread Group 1-45,,true,,6438,1094,61,100,null,0,1,703
1742003763715,1060,1-Open Pets Store,200,,Scenario1-Search- jp@gc - Ultimate Thread Group 1-45,text,true,,1452,512,61,100,https://petstore.octoperf.com/,1060,0,703
1742003764775,235,2-Enter the store,200,,Scenario1-Search- jp@gc - Ultimate Thread Group 1-45,text,true,,4986,582,61,100,https://petstore.octoperf.com/actions/Catalog.action,235,0,0
1742003762786,221,02-Search,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1-Search- jp@gc - Ultimate Thread Group 1-16,,true,,3442,972,61,100,null,0,2058,0
1742003764843,221,3-Searrch for Item,200,,Scenario1-Search- jp@gc - Ultimate Thread Group 1-16,text,true,,3442,972,61,100,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=154FEE87D60B4880EDADEB52C4C774F5,221,0,0
1742003763809,1284,01- Open URL,200,"Number of samples in transaction : 2, number of failing samples : 0",Scenario1-Search- jp@gc - Ultimate Thread Group 1-51,,true,,6438,1094,61,100,null,0,1,819
1742003763810,1091,1-Open Pets Store,200,,Scenario1-Search- jp@gc - Ultimate Thread Group 1-51,text,true,,1452,512,61,100,https://petstore.octoperf.com/,1091,0,819
1742003764901,193,2-Enter the store,200,,Scenario1-Search- jp@gc - Ultimate Thread Group 1-51,text,true,,4986,582,61,100,https://petstore.octoperf.com/actions/Catalog.action,193,0,0
1742003762829,197,02-Search,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1-Search- jp@gc - Ultimate Thread Group 1-22,,true,,4081,971,61,100,null,0,2089,0
1742003764917,197,3-Searrch for Item,200,,Scenario1-Search- jp@gc - Ultimate Thread Group 1-22,text,true,,4081,971,61,100,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=154FEE87D60B4880EDADEB52C4C774F5,197,0,0
1742003763809,1327,01- Open URL,200,"Number of samples in transaction : 2, number of failing samples : 0",Scenario1-Search- jp@gc - Ultimate Thread Group 1-11,,true,,6438,1094,61,100,null,0,0,820
1742003763809,1117,1-Open Pets Store,200,,Scenario1-Search- jp@gc - Ultimate Thread Group 1-11,text,true,,1452,512,61,100,https://petstore.octoperf.com/,1117,0,820
1742003764926,210,2-Enter the store,200,,Scenario1-Search- jp@gc - Ultimate Thread Group 1-11,text,true,,4986,582,61,100,https://petstore.octoperf.com/actions/Catalog.action,210,0,0
1742003763808,1333,01- Open URL,200,"Number of samples in transaction : 2, number of failing samples : 0",Scenario1-Search- jp@gc - Ultimate Thread Group 1-58,,true,,6438,1094,61,100,null,0,1,825
1742003763809,1117,1-Open Pets Store,200,,Scenario1-Search- jp@gc - Ultimate Thread Group 1-58,text,true,,1452,512,61,100,https://petstore.octoperf.com/,1117,0,825
1742003764926,216,2-Enter the store,200,,Scenario1-Search- jp@gc - Ultimate Thread Group 1-58,text,true,,4986,582,61,100,https://petstore.octoperf.com/actions/Catalog.action,215,0,0
1742003763874,1283,01- Open URL,200,"Number of samples in transaction : 2, number of failing samples : 0",Scenario1-Search- jp@gc - Ultimate Thread Group 1-38,,true,,6439,1094,61,100,null,0,1,805
1742003763875,1069,1-Open Pets Store,200,,Scenario1-Search- jp@gc - Ultimate Thread Group 1-38,text,true,,1452,512,61,100,https://petstore.octoperf.com/,1069,0,805
1742003764944,214,2-Enter the store,200,,Scenario1-Search- jp@gc - Ultimate Thread Group 1-38,text,true,,4987,582,61,100,https://petstore.octoperf.com/actions/Catalog.action,214,0,0
1742003763884,1286,01- Open URL,200,"Number of samples in transaction : 2, number of failing samples : 0",Scenario1-Search- jp@gc - Ultimate Thread Group 1-32,,true,,6438,1094,61,100,null,0,1,803
1742003763885,1060,1-Open Pets Store,200,,Scenario1-Search- jp@gc - Ultimate Thread Group 1-32,text,true,,1452,512,61,100,https://petstore.octoperf.com/,1060,0,803
1742003764945,226,2-Enter the store,200,,Scenario1-Search- jp@gc - Ultimate Thread Group 1-32,text,true,,4986,582,61,100,https://petstore.octoperf.com/actions/Catalog.action,226,0,0
1742003763855,1316,01- Open URL,200,"Number of samples in transaction : 2, number of failing samples : 0",Scenario1-Search- jp@gc - Ultimate Thread Group 1-25,,true,,6442,1094,61,100,null,0,1,824
1742003763856,1089,1-Open Pets Store,200,,Scenario1-Search- jp@gc - Ultimate Thread Group 1-25,text,true,,1452,512,61,100,https://petstore.octoperf.com/,1089,0,824
1742003764945,227,2-Enter the store,200,,Scenario1-Search- jp@gc - Ultimate Thread Group 1-25,text,true,,4990,582,61,100,https://petstore.octoperf.com/actions/Catalog.action,227,0,0
1742003763884,1318,01- Open URL,200,"Number of samples in transaction : 2, number of failing samples : 0",Scenario1-Search- jp@gc - Ultimate Thread Group 1-4,,true,,6438,1094,61,100,null,0,2,803
1742003763885,1064,1-Open Pets Store,200,,Scenario1-Search- jp@gc - Ultimate Thread Group 1-4,text,true,,1452,512,61,100,https://petstore.octoperf.com/,1064,0,803
1742003764950,254,2-Enter the store,200,,Scenario1-Search- jp@gc - Ultimate Thread Group 1-4,text,true,,4986,582,61,100,https://petstore.octoperf.com/actions/Catalog.action,250,0,0
1742003764093,1111,02_01_OpenURL,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario2-View Details- jp@gc - Ultimate Thread Group 2-12,,true,,4973,582,30,100,null,0,0,852
1742003764093,1111,02_01_OpenURL,200,,Scenario2-View Details- jp@gc - Ultimate Thread Group 2-12,text,true,,4973,582,30,100,https://petstore.octoperf.com/actions/Catalog.action,1111,0,852
1742003759913,244,03-02-Click Sign in,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario3- Add to cart- jp@gc - Ultimate Thread Group 3-7,,true,,4095,616,8,100,null,0,5057,0
1742003764969,244,03-02-Click sign in,200,,Scenario3- Add to cart- jp@gc - Ultimate Thread Group 3-7,text,true,,4095,616,8,100,https://petstore.octoperf.com/actions/Account.action?signonForm=,244,0,0
1742003762998,245,02-Search,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1-Search- jp@gc - Ultimate Thread Group 1-8,,true,,3441,971,61,100,null,0,2026,0
1742003765023,245,3-Searrch for Item,200,,Scenario1-Search- jp@gc - Ultimate Thread Group 1-8,text,true,,3441,971,61,100,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=154FEE87D60B4880EDADEB52C4C774F5,245,0,0
1742003762998,238,02-Search,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1-Search- jp@gc - Ultimate Thread Group 1-55,,true,,3441,971,61,100,null,0,2035,0
1742003765032,238,3-Searrch for Item,200,,Scenario1-Search- jp@gc - Ultimate Thread Group 1-55,text,true,,3441,971,61,100,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=154FEE87D60B4880EDADEB52C4C774F5,238,0,0
1742003760018,212,02_04_Click on Item ID,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario2-View Details- jp@gc - Ultimate Thread Group 2-11,,true,,3794,660,30,100,null,0,5046,0
1742003765063,212,02_04_Click on Item ID,200,,Scenario2-View Details- jp@gc - Ultimate Thread Group 2-11,text,true,,3794,660,30,100,https://petstore.octoperf.com/actions/Catalog.action?viewItem=&itemId=EST-19,212,0,0
1742003763019,324,02-Search,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1-Search- jp@gc - Ultimate Thread Group 1-15,,true,,3445,975,61,100,null,0,2055,0
1742003765073,324,3-Searrch for Item,200,,Scenario1-Search- jp@gc - Ultimate Thread Group 1-15,text,true,,3445,975,61,100,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=154FEE87D60B4880EDADEB52C4C774F5,324,0,0
1742003764077,1333,01- Open URL,200,"Number of samples in transaction : 2, number of failing samples : 0",Scenario1-Search- jp@gc - Ultimate Thread Group 1-24,,true,,6439,1094,61,100,null,0,1,866
1742003764078,1072,1-Open Pets Store,200,,Scenario1-Search- jp@gc - Ultimate Thread Group 1-24,text,true,,1452,512,61,100,https://petstore.octoperf.com/,1072,0,866
1742003765150,261,2-Enter the store,200,,Scenario1-Search- jp@gc - Ultimate Thread Group 1-24,text,true,,4987,582,61,100,https://petstore.octoperf.com/actions/Catalog.action,261,0,0
1742003760159,252,02_02_Click on Category,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario2-View Details- jp@gc - Ultimate Thread Group 2-17,,true,,3662,634,30,100,null,0,5017,0
1742003765175,252,02_02_Click on Category,200,,Scenario2-View Details- jp@gc - Ultimate Thread Group 2-17,text,true,,3662,634,30,100,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=CATS,252,0,0
1742003764171,1307,01- Open URL,200,"Number of samples in transaction : 2, number of failing samples : 0",Scenario1-Search- jp@gc - Ultimate Thread Group 1-44,,true,,6438,1094,61,100,null,0,1,832
1742003764171,1047,1-Open Pets Store,200,,Scenario1-Search- jp@gc - Ultimate Thread Group 1-44,text,true,,1452,512,61,100,https://petstore.octoperf.com/,1047,0,832
1742003765219,260,2-Enter the store,200,,Scenario1-Search- jp@gc - Ultimate Thread Group 1-44,text,true,,4986,582,61,100,https://petstore.octoperf.com/actions/Catalog.action,260,0,0
1742003760158,268,02_03_Click on Product ID,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario2-View Details- jp@gc - Ultimate Thread Group 2-22,,true,,3837,666,30,100,null,0,5054,0
1742003765211,268,02_03_Click on Product ID,200,,Scenario2-View Details- jp@gc - Ultimate Thread Group 2-22,text,true,,3837,666,30,100,https://petstore.octoperf.com/actions/Catalog.action?viewProduct=&productId=AV-CB-01,268,0,0
1742003764113,1372,01- Open URL,200,"Number of samples in transaction : 2, number of failing samples : 0",Scenario1-Search- jp@gc - Ultimate Thread Group 1-31,,true,,6442,1094,61,100,null,0,1,890
1742003764113,1126,1-Open Pets Store,200,,Scenario1-Search- jp@gc - Ultimate Thread Group 1-31,text,true,,1452,512,61,100,https://petstore.octoperf.com/,1126,0,890
1742003765240,246,2-Enter the store,200,,Scenario1-Search- jp@gc - Ultimate Thread Group 1-31,text,true,,4990,582,61,100,https://petstore.octoperf.com/actions/Catalog.action,246,0,0
1742003764171,1317,01- Open URL,200,"Number of samples in transaction : 2, number of failing samples : 0",Scenario1-Search- jp@gc - Ultimate Thread Group 1-10,,true,,6438,1094,61,100,null,0,0,839
1742003764171,1072,1-Open Pets Store,200,,Scenario1-Search- jp@gc - Ultimate Thread Group 1-10,text,true,,1452,512,61,100,https://petstore.octoperf.com/,1072,0,839
1742003765243,245,2-Enter the store,200,,Scenario1-Search- jp@gc - Ultimate Thread Group 1-10,text,true,,4986,582,61,100,https://petstore.octoperf.com/actions/Catalog.action,245,0,0
1742003763228,245,02-Search,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1-Search- jp@gc - Ultimate Thread Group 1-42,,true,,3442,972,61,100,null,0,2017,0
1742003765244,245,3-Searrch for Item,200,,Scenario1-Search- jp@gc - Ultimate Thread Group 1-42,text,true,,3442,972,61,100,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=154FEE87D60B4880EDADEB52C4C774F5,245,0,0
1742003764054,1504,01- Open URL,200,"Number of samples in transaction : 2, number of failing samples : 0",Scenario1-Search- jp@gc - Ultimate Thread Group 1-57,,true,,6438,1094,61,100,null,0,1,878
1742003764055,1111,1-Open Pets Store,200,,Scenario1-Search- jp@gc - Ultimate Thread Group 1-57,text,true,,1452,512,61,100,https://petstore.octoperf.com/,1111,0,878
1742003765166,393,2-Enter the store,200,,Scenario1-Search- jp@gc - Ultimate Thread Group 1-57,text,true,,4986,582,61,100,https://petstore.octoperf.com/actions/Catalog.action,393,0,0
1742003763261,305,02-Search,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1-Search- jp@gc - Ultimate Thread Group 1-1,,true,,3441,971,61,100,null,0,2034,0
1742003763249,288,02-Search,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1-Search- jp@gc - Ultimate Thread Group 1-35,,true,,4081,971,61,100,null,0,2063,0
1742003765294,305,3-Searrch for Item,200,,Scenario1-Search- jp@gc - Ultimate Thread Group 1-1,text,true,,3441,971,61,100,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=154FEE87D60B4880EDADEB52C4C774F5,305,0,0
1742003765311,288,3-Searrch for Item,200,,Scenario1-Search- jp@gc - Ultimate Thread Group 1-35,text,true,,4081,971,61,100,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=154FEE87D60B4880EDADEB52C4C774F5,288,0,0
1742003763346,213,02-Search,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1-Search- jp@gc - Ultimate Thread Group 1-28,,true,,3441,971,61,100,null,0,2041,0
1742003765386,213,3-Searrch for Item,200,,Scenario1-Search- jp@gc - Ultimate Thread Group 1-28,text,true,,3441,971,61,100,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=154FEE87D60B4880EDADEB52C4C774F5,213,0,0
1742003764265,1383,01- Open URL,200,"Number of samples in transaction : 2, number of failing samples : 0",Scenario1-Search- jp@gc - Ultimate Thread Group 1-3,,true,,6439,1094,61,100,null,0,1,893
1742003764265,1146,1-Open Pets Store,200,,Scenario1-Search- jp@gc - Ultimate Thread Group 1-3,text,true,,1452,512,61,100,https://petstore.octoperf.com/,1146,0,893
